1354130657994.txt,1354130657,SODA,465F,Desk,586,1055,0,Train,Android
1354130734195.txt,1354130734,SODA,465F,Chair,634,1051,0,Train,Android
1354130842788.txt,1354130842,SODA,465J,Microwave,578,987,0,Train,Android
1354130928541.txt,1354130928,SODA,465J,Stapler,714,984,0,Train,Android
1354131010422.txt,1354131010,SODA,465J,Chair,725,915,0,Train,Android
1354131085281.txt,1354131085,SODA,465J,Ash Bin,595,911,0,Train,Android
1354133506340.txt,1354133506,SODA,465E,Desk,592,1283,0,Train,Android
1354133589751.txt,1354133589,SODA,465E,Chair,647,1284,0,Train,Android
1354133667211.txt,1354133667,SODA,465E,Chair,644,1367,0,Train,Android
1354133749047.txt,1354133749,SODA,465E,Desk,596,1368,0,Train,Android
1354142800041.txt,1354142800,SODA,465K,Chair,783,924,0,Train,Android
1354142873794.txt,1354142873,SODA,465K,Chair,776,969,0,Train,Android
1354142952544.txt,1354142952,SODA,465K,Chair,825,970,0,Train,Android
1354143027289.txt,1354143027,SODA,465K,Desk,835,935,0,Train,Android
1354143248463.txt,1354143248,SODA,477,Desk,414,1003,0,Train,Android
1354143345466.txt,1354143345,SODA,477,Desk,352,1002,0,Train,Android
1354143428413.txt,1354143428,SODA,477,Desk,369,915,0,Train,Android
1354143505474.txt,1354143505,SODA,477,Desk,426,912,0,Train,Android
1354226396630.txt,1354226396,SODA,483,Desk,434,593,0,Train,Android
1354226467462.txt,1354226467,SODA,483,Desk,353,598,0,Train,Android
1354226545068.txt,1354226545,SODA,483,Desk,342,506,0,Train,Android
1354226625489.txt,1354226625,SODA,483,Desk,429,502,0,Train,Android
1354226702599.txt,1354226702,SODA,485,Desk,347,473,0,Train,Android
1354226775216.txt,1354226775,SODA,485,Desk,350,373,0,Train,Android
1354226851466.txt,1354226851,SODA,485,Desk,435,366,0,Train,Android
1354226922620.txt,1354226922,SODA,485,Desk,428,474,0,Train,Android
1354227007176.txt,1354227007,SODA,492,Desk,573,571,0,Train,Android
1354227080627.txt,1354227080,SODA,492,Desk,681,590,0,Train,Android
1354227157141.txt,1354227157,SODA,492,Desk,677,495,0,Train,Android
1354227230525.txt,1354227230,SODA,492,Desk,594,495,0,Train,Android
1354227311074.txt,1354227311,SODA,492,Desk,727,499,0,Train,Android
1354227386239.txt,1354227386,SODA,492,Desk,796,495,0,Train,Android
1354227468559.txt,1354227468,SODA,492,Desk,784,591,0,Train,Android
1354227540484.txt,1354227540,SODA,492,Desk,728,592,0,Train,Android
1354230723116.txt,1354230723,SODA,494,Desk,584,462,0,Train,Android
1354230833234.txt,1354230833,SODA,494,Desk,672,462,0,Train,Android
1354230901048.txt,1354230901,SODA,494,Desk,746,463,0,Train,Android
1354230986364.txt,1354230986,SODA,494,Desk,727,362,0,Train,Android
1354231061537.txt,1354231061,SODA,494,Desk,657,383,0,Train,Android
1354231148918.txt,1354231148,SODA,494,Desk,564,381,0,Train,Android
1354231251060.txt,1354231251,SODA,493,Desk,510,233,0,Train,Android
1354231328776.txt,1354231328,SODA,493,Desk,510,147,0,Train,Android
1354231399203.txt,1354231399,SODA,493,Desk,636,151,0,Train,Android
1354231475561.txt,1354231475,SODA,493,Desk,637,367,0,Train,Android
1354233072133.txt,1354233072,SODA,475,Desk,407,1131,0,Train,Android
1354233168940.txt,1354233168,SODA,475,Desk,412,1038,0,Train,Android
1354233328708.txt,1354233328,SODA,Corridor,Hand,799,1192,0,Train,Android
1354233401353.txt,1354233401,SODA,Corridor,Hand,688,1189,0,Train,Android
1354233481325.txt,1354233481,SODA,Corridor,Hand,550,1186,0,Train,Android
1354233651091.txt,1354233651,SODA,Corridor,Hand,496,1074,0,Train,Android
1354233720145.txt,1354233720,SODA,Corridor,Hand,497,948,0,Train,Android
1354233956638.txt,1354233956,SODA,Corridor,Hand,509,814,0,Train,Android
1354234055495.txt,1354234055,SODA,Corridor,Hand,499,683,0,Train,Android
1354234128875.txt,1354234128,SODA,Corridor,Hand,503,543,0,Train,Android
1354234207468.txt,1354234207,SODA,Corridor,Hand,502,419,0,Train,Android
1354234282131.txt,1354234282,SODA,Corridor,Hand,571,302,0,Train,Android
1354234350256.txt,1354234350,SODA,Corridor,Hand,718,299,0,Train,Android
1354234418241.txt,1354234418,SODA,Corridor,Hand,865,306,0,Train,Android
1354234492354.txt,1354234492,SODA,495,Desk,671,240,0,Train,Android
1354234561876.txt,1354234561,SODA,495,Desk,671,150,0,Train,Android
1354234640844.txt,1354234640,SODA,495,Desk,751,117,0,Train,Android
1354234710705.txt,1354234710,SODA,495,Desk,794,210,0,Train,Android
1354322418501.txt,1354322418,SODA,Path,Path,-1,-1,-1,Eval,Android
1354996863570.txt,1354996863,SODA,479,Desk,408,879,0,Train,Android
1354996936019.txt,1354996936,SODA,479,Desk,337,877,0,Train,Android
1354997012799.txt,1354997012,SODA,479,Desk,315,804,0,Train,Android
1354997086704.txt,1354997086,SODA,479,Desk,448,776,0,Train,Android
1354997159804.txt,1354997159,SODA,481,Desk,448,729,0,Train,Android
1354997235266.txt,1354997235,SODA,481,Desk,319,723,0,Train,Android
1354997311684.txt,1354997311,SODA,481,Desk,337,632,0,Train,Android
1354997382666.txt,1354997382,SODA,481,Desk,442,632,0,Train,Android
1354997466095.txt,1354997466,SODA,487,Desk,436,337,0,Train,Android
1354997537112.txt,1354997537,SODA,487,Desk,335,327,0,Train,Android
1354997612937.txt,1354997612,SODA,487,Desk,327,242,0,Train,Android
1354997685455.txt,1354997685,SODA,487,Desk,412,234,0,Train,Android
1354997765916.txt,1354997765,SODA,489,Desk,422,204,0,Train,Android
1354997854842.txt,1354997854,SODA,489,Desk,323,196,0,Train,Android
1354997928676.txt,1354997928,SODA,489,Desk,335,125,0,Train,Android
1354997999951.txt,1354997999,SODA,489,Desk,442,123,0,Train,Android
1355002528351.txt,1355002528,SODA,Path,Path,-1,-1,-1,Eval,Android
1355002867081.txt,1355002867,SODA,Path,Path,-1,-1,-1,Eval,Android
